"","TEMP","PRES","DEWP","RAIN","WSPM","wd.E","wd.ENE","wd.ESE","wd.N","wd.NE","wd.NNE","wd.NNW","wd.NW","wd.S","wd.SE","wd.SSE","wd.SSW","wd.SW","wd.W","wd.WNW","wd.WSW","CO_AQI","PM10_AQI","SO2_AQI","NO2_AQI","O3_AQI","AQI","season","RAIN_cat","month","AQI_cat_bin","AQI_cat","AQI_cat_prev1"
"147",0.94,0.14,0.88,0,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05,0.14,0.08,0.28,0.46,0.13,0,0,0.55,0,1,0
"148",0.85,0.17,0.92,0.01,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.14,0.13,0.38,0.06,0.12,0,1,0.55,0,1,0
"149",0.85,0.12,0.94,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.15,0.03,0.4,0.07,0.14,0,1,0.55,0,1,0
"150",0.93,0.11,0.93,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12,0.1,0.04,0.31,0.36,0.08,0,0,0.55,0,1,0
"151",0.91,0.11,0.95,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0.17,0.03,0.49,0.24,0.16,0,0,0.55,0,1,0
"152",0.92,0.06,0.94,0.06,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.23,0.05,0.35,0.6,0.22,0,1,0.55,0,2,0
"153",0.87,0.1,0.93,0.1,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.11,0.04,0.27,0.57,0.1,0,1,0.55,0,1,0
"154",0.81,0.18,0.91,0.02,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.01,0.36,0.21,0.05,0,1,0.64,0,0,0
"155",0.86,0.22,0.91,0,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.13,0.05,0.34,0.38,0.12,0,0,0.64,0,1,0
"156",0.89,0.18,0.89,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.08,0.02,0.24,0.46,0.07,0,0,0.64,0,0,0
"157",0.89,0.11,0.92,0.01,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06,0.16,0.04,0.23,0.57,0.15,0,1,0.64,0,1,0
"158",0.88,0.07,0.91,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0.08,0.02,0.27,0.54,0.07,0,0,0.64,0,0,0
"159",0.94,0.1,0.96,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09,0.31,0.03,0.37,0.51,0.3,0,0,0.64,1,3,0
"160",0.85,0.16,0.92,0.03,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.04,0.03,0.23,0.28,0.03,0,1,0.64,0,0,1
"161",0.89,0.12,0.91,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0.1,0.04,0.34,0.41,0.09,0,0,0.64,0,1,0
"162",0.92,0.13,0.9,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.13,0.07,0.31,0.54,0.12,0,0,0.64,0,1,0
"163",0.95,0.2,0.95,0,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.26,0.07,0.31,0.67,0.25,0,0,0.64,0,2,0
"164",0.88,0.22,0.98,0.37,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13,0.26,0.02,0.29,0.3,0.25,0,1,0.64,0,2,0
"165",0.89,0.21,0.95,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03,0.06,0.01,0.22,0.36,0.05,0,0,0.64,0,0,0
"166",0.92,0.2,0.96,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0.16,0.05,0.31,0.47,0.15,0,0,0.64,0,1,0
"167",0.93,0.19,0.96,0,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0.16,0.04,0.45,0.49,0.15,0,0,0.64,0,1,0
"168",0.95,0.16,1,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11,0.25,0.06,0.36,0.46,0.24,0,0,0.64,0,2,0
"169",0.94,0.06,1,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.27,0.05,0.4,0.2,0.26,0,1,0.64,0,2,0
"170",0.96,0.14,0.83,0,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.11,0.08,0.27,0.26,0.1,0,0,0.64,0,1,0
"171",0.92,0.27,0.82,0,0.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.03,0.21,0.38,0.04,0,0,0.64,0,0,0
"172",0.9,0.31,0.83,0,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.03,0.34,0.33,0.07,0,0,0.64,0,0,0
"173",0.86,0.29,0.91,0.01,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13,0.26,0.1,0.4,0.44,0.25,0,1,0.64,0,2,0
"174",0.86,0.27,0.92,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.15,0.06,0.31,0.3,0.14,0,1,0.64,0,1,0
"175",0.82,0.29,0.92,0,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.26,0.03,0.61,0.08,0.26,0,1,0.64,0,2,0
"176",0.89,0.29,0.86,0,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.15,0.04,0.4,0.21,0.14,0,0,0.64,0,1,0
"177",0.89,0.29,0.84,0,0.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.14,0.04,0.42,0.28,0.13,0,0,0.64,0,1,0
"178",0.89,0.24,0.84,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05,0.16,0.05,0.39,0.51,0.15,0,0,0.64,0,1,0
"179",0.91,0.22,0.86,0,0.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.18,0.08,0.37,0.47,0.17,0,0,0.64,0,1,0
"180",0.83,0.25,0.9,0,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.15,0.08,0.38,0.13,0.14,0,1,0.64,0,1,0
"181",0.82,0.11,0.92,0.04,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.09,0.04,0.31,0.09,0.08,0,1,0.64,0,1,0
"182",0.84,0.17,0.76,0,0.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0.02,0.15,0.16,0.07,0,0,0.64,0,0,0
"183",0.78,0.34,0.75,0,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0.16,0.18,0.02,0,0,0.64,0,0,0
"184",0.79,0.34,0.75,0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0.08,0.04,0.23,0.18,0.06,0,0,0.64,0,0,0
"185",0.8,0.37,0.81,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.07,0.28,0.33,0.15,0,0,0.73,0,1,0
"186",0.8,0.41,0.81,0,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.13,0.08,0.28,0.37,0.12,0,0,0.73,0,1,0
"187",0.81,0.42,0.86,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.23,0.07,0.31,0.38,0.22,0,0,0.73,0,2,0
"188",0.74,0.42,0.86,0.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0.11,0.03,0.29,0.23,0.1,0,1,0.73,0,1,0
"189",0.77,0.39,0.82,0.01,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,0.03,0.03,0.2,0.25,0.02,0,1,0.73,0,0,0
"190",0.76,0.43,0.83,0.01,0.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14,0.11,0.1,0.29,0.25,0.1,0,1,0.73,0,1,0
"191",0.79,0.44,0.83,0,0.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13,0.15,0.07,0.36,0.27,0.14,0,0,0.73,0,1,0
"192",0.76,0.43,0.84,0.04,0.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.21,0.14,0.37,0.21,0.2,0,1,0.73,0,2,0
"193",0.77,0.36,0.84,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0.14,0.08,0.3,0.29,0.13,0,1,0.73,0,1,0
"194",0.79,0.35,0.77,0,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.07,0.32,0.17,0.11,0,0,0.73,0,1,0
"195",0.78,0.39,0.8,0,0.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0.19,0.12,0.36,0.29,0.18,0,0,0.73,0,1,0
"196",0.77,0.33,0.85,0.02,0.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.36,0.17,0.66,0.17,0.35,0,1,0.73,1,3,0
"197",0.73,0.24,0.86,0,0.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11,0.17,0.02,0.36,0.06,0.16,0,1,0.73,0,1,1
"198",0.8,0.28,0.8,0,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0.04,0.29,0.12,0.1,0,1,0.73,0,1,0
"199",0.75,0.38,0.74,0,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0.11,0.07,0.31,0.12,0.1,0,0,0.73,0,1,0
"200",0.75,0.34,0.81,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.14,0.38,0.11,0.17,0,0,0.73,0,1,0
"201",0.74,0.4,0.86,0.01,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.21,0.12,0.44,0,0.2,0,1,0.73,0,2,0
"202",0.77,0.48,0.89,0.02,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.18,0.13,0.35,0.08,0.17,0,1,0.73,0,1,0
"203",0.78,0.37,0.88,0,0.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.18,0.13,0.3,0.17,0.17,0,1,0.73,0,1,0
"204",0.77,0.41,0.8,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.13,0.02,0.3,0.14,0.12,0,0,0.73,0,1,0
"205",0.8,0.41,0.8,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0.13,0.06,0.29,0.27,0.12,0.67,0,0.73,0,1,0
"206",0.74,0.41,0.84,0,0.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.23,0.07,0.5,0.02,0.22,0.67,0,0.73,0,2,0
"207",0.65,0.47,0.72,0.06,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09,0.1,0.06,0.21,0.05,0.09,0.67,1,0.73,0,1,0
"208",0.64,0.54,0.62,0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.04,0.2,0.1,0.02,0.67,0,0.73,0,0,0
"209",0.65,0.51,0.62,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.07,0.03,0.26,0.13,0.05,0.67,0,0.73,0,0,0
"210",0.66,0.44,0.68,0,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07,0.16,0.11,0.41,0.11,0.15,0.67,0,0.73,0,1,0
"211",0.67,0.33,0.75,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18,0.38,0.25,0.59,0.1,0.37,0.67,0,0.73,1,3,0
"212",0.65,0.33,0.76,0,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.47,0.16,0.49,0.23,0.47,0.67,0,0.73,1,4,1
"213",0.68,0.46,0.8,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0.42,0.14,0.56,0.06,0.41,0.67,0,0.73,1,4,1
"214",0.7,0.47,0.83,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0.29,0.21,0.52,0.06,0.28,0.67,0,0.73,1,3,1
"215",0.69,0.45,0.81,0.01,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.15,0.06,0.34,0.08,0.14,0.67,1,0.82,0,1,1
"216",0.68,0.52,0.63,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.04,0.03,0.2,0.19,0.03,0.67,0,0.82,0,0,0
"217",0.64,0.46,0.73,0,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.16,0.23,0.34,0.14,0.15,0.67,0,0.82,0,1,0
"218",0.68,0.39,0.77,0,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.3,0.34,0.53,0.09,0.3,0.67,0,0.82,1,3,0
"219",0.68,0.5,0.79,0,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.55,0.22,0.65,0.09,0.54,0.67,0,0.82,1,4,1
"220",0.67,0.55,0.8,0,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.43,0.34,0.56,0.06,0.42,0.67,0,0.82,1,4,1
"221",0.72,0.55,0.72,0,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.16,0.33,0.33,0.12,0.15,0.67,0,0.82,0,1,1
"222",0.68,0.49,0.73,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06,0.15,0.23,0.31,0.17,0.14,0.67,0,0.82,0,1,0
"223",0.63,0.32,0.76,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0.33,0.34,0.54,0.05,0.32,0.67,0,0.82,1,3,0
"224",0.67,0.33,0.65,0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.18,0.35,0.21,0.12,0.17,0.67,0,0.82,0,1,1
"225",0.62,0.41,0.66,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0.17,0.25,0.41,0.13,0.16,0.67,0,0.82,0,1,0
"226",0.65,0.47,0.69,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.15,0.03,0.46,0.07,0.14,0.67,0,0.82,0,1,0
"227",0.64,0.48,0.72,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07,0.09,0.04,0.35,0.06,0.08,0.67,0,0.82,0,1,0
"228",0.57,0.63,0.63,0,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0.01,0.25,0.05,0.05,0.67,0,0.82,0,0,0
"229",0.52,0.7,0.52,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0.03,0.26,0.08,0.02,0.67,0,0.82,0,0,0
"230",0.54,0.61,0.59,0,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0.14,0.05,0.37,0.06,0.13,0.67,0,0.82,0,1,0
"231",0.55,0.62,0.64,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13,0.3,0.16,0.53,0.05,0.3,0.67,0,0.82,1,3,0
"232",0.56,0.59,0.68,0,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.46,0.3,0.71,0.01,0.45,0.67,0,0.82,1,4,1
"233",0.59,0.61,0.58,0,0.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0.11,0.25,0.1,0.1,0.67,0,0.82,0,1,1
"234",0.56,0.59,0.59,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.08,0.04,0.29,0.06,0.06,0.67,0,0.82,0,0,0
"235",0.55,0.56,0.63,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0.23,0.13,0.48,0.07,0.22,0.67,0,0.82,0,2,0
"236",0.55,0.53,0.66,0,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0.3,0.16,0.53,0.14,0.3,0.67,1,0.82,1,3,0
"237",0.52,0.55,0.5,0,0.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0.11,0.05,0.22,0.09,0.1,0.67,0,0.82,0,1,1
"238",0.54,0.64,0.51,0,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.06,0.02,0.12,0.22,0.05,0.67,0,0.82,0,0,0
"239",0.52,0.64,0.58,0,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.11,0.06,0.3,0.16,0.09,0.67,0,0.82,0,1,0
"240",0.5,0.54,0.58,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07,0.16,0.11,0.39,0.09,0.15,0.67,0,0.82,0,1,0
"241",0.51,0.46,0.62,0,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.41,0.26,0.69,0.01,0.4,0.67,0,0.82,1,4,0
"242",0.53,0.5,0.66,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.55,0.35,0.67,0.06,0.54,0.67,0,0.82,1,4,1
"243",0.54,0.65,0.54,0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.09,0.23,0.12,0.07,0.67,0,0.82,0,0,1
"244",0.48,0.65,0.58,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.19,0.09,0.42,0.05,0.18,0.67,0,0.82,0,2,0
"245",0.48,0.64,0.62,0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.3,0.09,0.58,0.03,0.3,0.67,0,0.82,1,3,0
"246",0.49,0.61,0.63,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18,0.36,0.15,0.58,0.02,0.35,0.67,0,0.91,1,3,1
"247",0.5,0.54,0.65,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.21,0.42,0.12,0.62,0.04,0.41,0.67,0,0.91,1,4,1
"248",0.56,0.59,0.57,0,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.09,0.04,0.22,0.14,0.08,0.67,0,0.91,0,0,1
"249",0.5,0.65,0.57,0,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.06,0.1,0.08,0.31,0.08,0.09,0.67,0,0.91,0,1,0
"250",0.51,0.51,0.61,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0.4,0.25,0.56,0.01,0.39,0.67,0,0.91,1,4,0
"251",0.53,0.45,0.49,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.26,0.1,0.31,0.13,0.25,0.67,0,0.91,0,2,1
"252",0.48,0.51,0.48,0,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.11,0.09,0.24,0.08,0.1,0.67,0,0.91,0,1,0
"253",0.45,0.51,0.53,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24,0.31,0.4,0.49,0.02,0.3,0.67,0,0.91,1,3,0
"254",0.51,0.58,0.49,0,0.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.22,0.38,0.36,0.08,0.21,0.67,0,0.91,0,2,1
"255",0.42,0.68,0.27,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.06,0.12,0.18,0.05,0.67,0,0.91,0,0,0
"256",0.46,0.65,0.43,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05,0.09,0.13,0.24,0.08,0.08,0.67,0,0.91,0,1,0
"257",0.47,0.59,0.51,0,0.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.15,0.16,0.31,0.08,0.14,0.67,0,0.91,0,1,0
"258",0.44,0.51,0.56,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32,0.34,0.44,0.54,0.04,0.33,0.67,0,0.91,1,3,0
"259",0.49,0.48,0.46,0,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.18,0.16,0.3,0.14,0.17,0.67,0,0.91,0,1,1
"260",0.45,0.44,0.5,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,0.3,0.24,0.5,0.03,0.29,0.67,0,0.91,1,3,0
"261",0.48,0.49,0.43,0,0.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.11,0.16,0.18,0.15,0.67,0,0.91,0,1,1
"262",0.42,0.59,0.37,0,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0.06,0.12,0.16,0.01,0.67,0,0.91,0,0,0
"263",0.39,0.63,0.36,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.05,0.1,0.14,0,0.67,0,0.91,0,0,0
"264",0.36,0.59,0.38,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0.1,0.19,0.05,0.07,0.67,0,0.91,0,0,0
"265",0.38,0.57,0.44,0,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.17,0.23,0.33,0.04,0.16,0.67,0,0.91,0,1,0
"266",0.39,0.61,0.46,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23,0.22,0.33,0.41,0.01,0.21,0.67,0,0.91,0,2,0
"267",0.39,0.58,0.49,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,0.28,0.36,0.5,0.01,0.27,0.67,0,0.91,0,2,0
"268",0.42,0.5,0.51,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.37,0.39,0.48,0.62,0.01,0.39,0.67,0,0.91,1,4,0
"269",0.49,0.41,0.43,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.3,0.22,0.27,0.07,0.29,0.67,0,0.91,1,3,1
"270",0.38,0.45,0.36,0,0.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0.04,0.07,0.12,0.1,0.02,0.67,0,0.91,0,0,1
"271",0.37,0.49,0.27,0,0.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06,0.08,0.07,0.1,0.15,0.07,0.67,0,0.91,0,0,0
"272",0.27,0.64,0.17,0,0.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.06,0.02,0.02,0.2,0.05,0.67,0,0.91,0,0,0
"273",0.32,0.62,0.22,0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.07,0.13,0.12,0.05,0.67,0,0.91,0,0,0
"274",0.37,0.5,0.39,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0.16,0.19,0.39,0.02,0.15,0.67,0,0.91,0,1,0
"275",0.41,0.56,0.37,0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.21,0.24,0.07,0.08,0.67,0,0.91,0,1,0
"276",0.36,0.55,0.41,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0.17,0.26,0.39,0.02,0.16,0.67,0,1,0,1,0
"277",0.36,0.47,0.42,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.28,0.24,0.42,0.45,0,0.23,0.67,0,1,0,2,0
"278",0.41,0.53,0.42,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0.18,0.31,0.32,0.06,0.17,0.67,0,1,0,1,0
"279",0.41,0.49,0.45,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22,0.19,0.31,0.38,0.02,0.18,0.67,0,1,0,1,0
"280",0.44,0.57,0.4,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11,0.09,0.2,0.22,0.08,0.08,0.67,0,1,0,1,0
"281",0.36,0.49,0.44,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.27,0.37,0.42,0,0.27,0.67,0,1,0,2,0
"282",0.36,0.49,0.5,0,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.52,0.5,0.6,0.56,0,0.49,0.67,0,1,1,4,0
"283",0.42,0.52,0.45,0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.35,0.48,0.41,0.07,0.35,0.67,0,1,1,3,1
"284",0.36,0.57,0.35,0,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.07,0.11,0.14,0,0.67,0,1,0,0,1
"285",0.34,0.49,0.34,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06,0.06,0.1,0.15,0.09,0.05,0.67,0,1,0,0,0
"286",0.34,0.48,0.31,0,0.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06,0.05,0.09,0.2,0.08,0.04,0.67,0,1,0,0,0
"287",0.29,0.53,0.25,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06,0.04,0.09,0.14,0.1,0.03,0.67,0,1,0,0,0
"288",0.26,0.6,0.27,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.11,0.2,0.24,0.03,0.1,0.67,0,1,0,1,0
"289",0.28,0.67,0.29,0,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.12,0.25,0.28,0.04,0.11,0.67,0,1,0,1,0
"290",0.29,0.75,0.3,0,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0.21,0.26,0.05,0.09,0.67,0,1,0,1,0
"291",0.3,0.7,0.33,0,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13,0.26,0.51,0.41,0.02,0.25,0.67,0,1,0,2,0
"292",0.32,0.75,0.3,0,0.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11,0.12,0.3,0.25,0.07,0.11,0.67,0,1,0,1,0
"293",0.24,0.73,0.29,0,0.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.09,0.16,0.18,0.1,0.08,0.67,0,1,0,1,0
"294",0.23,0.7,0.3,0,0.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0.1,0.18,0.24,0.05,0.09,0.67,0,1,0,1,0
"295",0.25,0.78,0.31,0,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.25,0.3,0.06,0.09,0.67,0,1,0,1,0
